          identity_address          |                             friendly_name                              | stake_count |      first_stake       |       last_stake       
------------------------------------+------------------------------------------------------------------------+-------------+------------------------+------------------------
 i3e58spKWTLTTvX9T599KJ4x7QdgBCvQKD | Ernie.VRSC@                                                            |         375 | 2022-03-01 21:29:21+00 | 2024-10-17 21:53:10+01
 i3h2K2jj4fiJPhiPcPcPaKcx5hhPHyV1EM | unknown.VRSC@                                                          |           1 | 2020-08-06 10:11:01+01 | 2020-08-06 10:11:01+01
 i3kqYJL6Zk1jzQAidf9FojnPQtJeCCpZ8u | depot.VRSC@                                                            |         417 | 2023-09-28 07:05:25+01 | 2025-10-25 08:36:26+01
 i3sqaXanH7ZQPrzNG7XGQpeDRWxsu3ThJj | Mark81.VRSC@                                                           |        2420 | 2022-03-11 07:43:55+00 | 2025-10-26 09:05:13+00
 i3VA3QoyVkXxogL9uVF3vAwGjSg2Yakatu | Verus-Ethereum-Witness-10.VRSC@                                        |           2 | 2025-04-07 01:26:39+01 | 2025-09-04 03:52:31+01
 i3ztpmACxg2UJnY3AZack1oiFRb2vSKKjL | unknown.VRSC@                                                          |           1 | 2024-02-03 01:48:33+00 | 2024-02-03 01:48:33+00
 i41PfpVaaeaodXcc9FEeKHVLbgi3iGXDa8 | Farinole.VRSC@                                                         |         540 | 2020-07-11 23:26:24+01 | 2025-10-25 00:32:44+01
 i45uT6MuEM9vmdg7rVmsDE86CYFgcgvi9U | brainchild.VRSC@                                                       |           1 | 2025-09-14 07:49:21+01 | 2025-09-14 07:49:21+01
 i46cLVFWbtRw4jmetbSeX2R5VbDTck3wNP | unknown.VRSC@                                                          |         191 | 2021-02-26 08:34:48+00 | 2025-04-30 04:03:29+01
 i46F7ZH49f57e6udc9nStaa6TvDWBVh7f6 | unknown.VRSC@                                                          |        2498 | 2024-12-19 23:31:09+00 | 2025-07-15 10:11:40+01
 i46SnFVpFaVcUsmNaf45aSbs4dvWSv7RE7 | unknown.VRSC@                                                          |           1 | 2024-08-07 08:51:39+01 | 2024-08-07 08:51:39+01
 i46XJkDT7ogKZro2R1LV3YKRt97pNCkSPu | unknown.VRSC@                                                          |          38 | 2020-08-27 11:57:43+01 | 2021-04-18 08:07:03+01
 i4bKvoKBBqfSdVwLLWpy9T79yVbSUBcKZw | unknown.VRSC@                                                          |        1109 | 2021-04-25 19:32:19+01 | 2024-12-17 14:41:32+00
 i4F2JY5a4bGfgVYY1ZXGvy2xGeGMCb4Fd8 | egely.VRSC@                                                            |        1113 | 2024-10-07 00:34:17+01 | 2025-10-01 23:12:02+01
 i4HNQTVrZAHpdDJ8f99YQYqh6UxTFfd7E3 | unknown.VRSC@                                                          |           1 | 2025-07-04 00:31:03+01 | 2025-07-04 00:31:03+01
 i4J25XwAkznw1yhkwbdLAgy1UNqsrkws2V | Knajii.VRSC@                                                           |         425 | 2021-11-06 19:45:02+00 | 2025-06-23 11:16:25+01
 i4LjULQDZuccbuZqTaGuBkMViGgFCSTHgn | mined.VRSC@                                                            |        3015 | 2024-10-06 16:32:19+01 | 2025-10-12 04:03:42+01
 i4LUDfR98N258gFMQTmhHVDpJL8avwU3G9 | vqubic.VRSC@                                                           |         958 | 2024-10-07 07:15:48+01 | 2025-10-11 17:53:26+01
 i4mDqh9cDmCM2R2n8GtzrwcCQqBD8RTGsL | unknown.VRSC@                                                          |           1 | 2022-04-13 23:31:44+01 | 2022-04-13 23:31:44+01
 i4NpJp1vqrXgDvSNBXkNYvTR1VF2HMkeDA | mike.VRSC@                                                             |         117 | 2020-06-22 00:57:51+01 | 2025-03-05 07:02:56+00
 i4oHnw4JhYts9f9Y94xoR3XF3HtaFSaF9S | Dano.VRSC@                                                             |          40 | 2023-05-11 01:09:18+01 | 2023-12-02 18:42:25+00
 i4QurFAWw8WNfuuwYAtrHi1Mp8MksZGE6Q | unknown.VRSC@                                                          |         168 | 2021-05-08 23:46:09+01 | 2025-03-06 06:17:11+00
 i4QzcPvvxznVTc3H8YMeYuG4ZdB3XQymME | unknown.VRSC@                                                          |           2 | 2024-06-17 19:42:41+01 | 2024-08-19 06:00:59+01
 i4SxYcUDTXqanaZ4HQDGbcxdox7kcXhZP5 | unknown.VRSC@                                                          |           3 | 2023-10-28 15:54:01+01 | 2024-01-18 10:27:51+00
 i4UxDzYtNR5oeGEEVritXuzAKjKzoVgiPK | paco.VRSC@                                                             |        1380 | 2020-09-10 01:46:53+01 | 2025-10-25 04:04:31+01
 i4XNKC9oyuPK2Mo9Ltmqi3G2hcPceJQ5j6 | unknown.VRSC@                                                          |         102 | 2022-02-28 16:02:40+00 | 2024-02-15 19:08:08+00
 i53NorA4Qt1Zr5MQnQpihUzje9BjLbwU8r | unknown.VRSC@                                                          |           2 | 2023-10-03 22:17:55+01 | 2025-08-02 17:45:37+01
 i55fNasyobC8mReXLHpTH8hk5srapCGsmo | Kyle.VRSC@                                                             |           3 | 2023-04-09 19:24:59+01 | 2023-12-21 22:28:08+00
 i5DTR2ApwrfDBGQe5kwkbKgA3Afq9MD7Pr | unknown.VRSC@                                                          |          80 | 2021-12-10 03:00:26+00 | 2024-06-30 12:11:37+01
 i5fkgEJyCy79Hhcy2X2exLPP9Z3a7wmLv3 | vaultAF.VRSC@                                                          |         399 | 2023-04-01 09:21:27+01 | 2024-09-16 18:09:38+01
 i5NN56urB32kkH8gtDwEebJvMC2njL6ZN5 | 33.valuid.VRSC@                                                        |          13 | 2025-01-26 04:56:01+00 | 2025-10-19 22:20:19+01
 i5nQeKAWmxaXdNYv36qLQzz6XV8gZEqbaV | paddypool.VRSC@                                                        |        1353 | 2023-06-03 03:49:18+01 | 2025-10-17 12:07:39+01
 i5nse5Gb11FKyvc8q3VKxvLLrxYsKctCiP | unknown.VRSC@                                                          |         281 | 2021-01-09 08:56:33+00 | 2024-09-22 20:33:23+01
 i5RZ1X2nQXGtneQDVhA41Pew37gz3kbiUf | unknown.VRSC@                                                          |           3 | 2020-08-21 03:29:51+01 | 2020-10-01 01:48:22+01
 i5sm4ZeUDqgPEmd5dh6M6cXCBVjSDQgAZ6 | unknown.VRSC@                                                          |         182 | 2023-02-22 07:59:21+00 | 2024-12-30 18:36:08+00
 i5tk4i3VoxhGZZ4hibaAXmy8Y7Zr1XsLhE | unknown.VRSC@                                                          |           2 | 2023-10-30 02:26:45+00 | 2023-11-17 04:11:33+00
 i5TS8eTfyA3iUjUtG4u8brVb5oFQGLeka9 | unknown.VRSC@                                                          |           5 | 2023-09-22 20:56:43+01 | 2024-09-26 07:19:22+01
 i5v3h9FWVdRFbNHU7DfcpGykQjRaHtMqu7 | Verus Coin Foundation.VRSC@                                            |       28250 | 2020-06-24 23:26:53+01 | 2025-10-26 14:44:40+00
 i5w5MuNik5NtLcYmNzcvaoixooEebB6MGV | VRSC@                                                                  |           5 | 2023-11-16 10:09:53+00 | 2025-04-30 19:20:05+01
 i5WRGYfHJbSaWuj4u85ypKW5PVisESrvY1 | Jay.VRSC@                                                              |        1621 | 2021-08-24 13:43:55+01 | 2024-06-29 08:17:51+01
 i5Y6GLecTQAdrY7rKZdh1xcRbgTfgVNuPh | MichaelTZajac.VRSC@                                                    |           1 | 2023-03-03 13:03:14+00 | 2023-03-03 13:03:14+00
 i5Z9TTBmafFQAb6cWjiDTDp756bGoUUqwY | unknown.VRSC@                                                          |           7 | 2022-06-29 12:57:47+01 | 2023-10-28 23:07:44+01
 i6513t8Ax1LWkRqf8qK29iLY8Nvsd2zZX5 | unknown.VRSC@                                                          |          67 | 2021-12-19 18:22:11+00 | 2025-07-04 16:34:36+01
 i65HktiKrEDtKTFu2RVK3Xq9fLCVcbJpnD | fa.VRSC@                                                               |         155 | 2024-06-15 03:43:46+01 | 2025-10-26 01:36:39+00
 i65ipFGotpmkPTzxMKs1jBC4DfSNktwYvW | unknown.VRSC@                                                          |         346 | 2020-08-20 21:03:06+01 | 2025-07-09 20:35:56+01
 i675aMhsNGr4pd4jYtheZ4hBkwa28X3ygr | unknown.VRSC@                                                          |         118 | 2023-11-17 12:18:14+00 | 2024-05-25 13:42:00+01
 i6c5WNgikStWmV7jubt42R8GFwR6mkBDQ5 | convo.VRSC@                                                            |        1521 | 2023-10-08 11:28:14+01 | 2025-10-26 05:39:26+00
 i6C7XYJ2rBdRcQCgeTHVKgXr7KttK8D3e9 | unknown.VRSC@                                                          |         266 | 2023-08-16 02:46:20+01 | 2024-10-16 09:30:21+01
 i6h172kyUrXZQn13EyxcNBzQhn9i5dSBgF | unknown.VRSC@                                                          |           4 | 2024-04-21 06:30:08+01 | 2024-06-06 18:49:26+01
 i6HRJuzHug7p1NXNEWFZzYuXq9Q5b6kw5E | vDEXWitness1.VRSC@                                                     |           1 | 2024-08-31 06:43:41+01 | 2024-08-31 06:43:41+01
 i6JwFUM9UpXB1W7PJ8ToTsd14o3rEL7zqK | unknown.VRSC@                                                          |           1 | 2020-08-17 17:14:03+01 | 2020-08-17 17:14:03+01
 i6K33ZU8s8N8DtcKDV84FeRnCQ7VXqmJ57 | unknown.VRSC@                                                          |         256 | 2021-12-05 21:48:48+00 | 2023-07-20 01:15:32+01
 i6KAZMM6NjWEtN1477BVEjf4k5BhN5BhvC | Lucivere.VRSC@                                                         |           1 | 2020-09-08 20:15:51+01 | 2020-09-08 20:15:51+01
 i6Q48dFjJu3EoFPgn5ZR1vKyVwy85BzhLm | unknown.VRSC@                                                          |         151 | 2022-01-07 23:45:24+00 | 2023-06-07 06:43:22+01
 i6q7DXJogTmySwr9rN9S25khMPThvUMZR1 | shout.VRSC@                                                            |        1288 | 2023-10-08 11:12:51+01 | 2025-10-26 16:43:01+00
 i6rpbFv63d7MMPz6NbmkCfuRB5KFpKs8DF | Functionalize.VRSC@                                                    |        1372 | 2021-08-27 01:03:57+01 | 2024-04-20 06:26:44+01
 i6T5i7jMTJ4hXpNXQA5ehd82fmNQAoy67n | unknown.VRSC@                                                          |           6 | 2024-12-27 01:42:30+00 | 2025-03-24 10:06:20+00
 i6TpVki2973aoMpxUCskNMzYe33FFvdyXk | convex.VRSC@                                                           |        1011 | 2024-10-07 03:22:51+01 | 2025-10-11 23:13:18+01
 i6WFiEf5hD7CuDxeyfhQfZT6YCfNnTDuv1 | Lokusta_Project.VRSC@                                                  |          28 | 2022-06-21 15:00:56+01 | 2025-10-08 13:08:38+01
 i6wfpLsDnQF4suHMXrYsV7pLXPa6NPLUNi | Tomato.VRSC@                                                           |           9 | 2024-11-06 07:31:40+00 | 2025-09-09 03:51:51+01
 i6Whr1yNoeVHUMgyq1KWRhHeTszRVCBQXS | Contest.VRSC@                                                          |           6 | 2020-06-21 06:43:46+01 | 2023-06-02 12:15:29+01
 i6yb8PNuWk7gecLFfc8w2BKTqmshCMERBr | unknown.VRSC@                                                          |           2 | 2023-12-20 11:46:11+00 | 2025-08-18 15:30:51+01
 i71fH5e4ueoz6Xxib8niWpgrypwmGWjUCG | unknown.VRSC@                                                          |        6064 | 2024-10-05 06:23:02+01 | 2025-08-04 06:18:30+01
 i71YHMQjHiyaS4vKL4EUneC4qxf3HH7BVF | gcb.VRSC@                                                              |        1917 | 2024-10-06 23:16:34+01 | 2025-10-12 03:37:18+01
 i725s96yoqPj2JFrVpprjN97G7n9DiV3cs | unknown.VRSC@                                                          |           1 | 2022-04-10 08:31:41+01 | 2022-04-10 08:31:41+01
 i73kp4698TGkzT51NfdbmS2h4mYJyd5k5V | unknown.VRSC@                                                          |          18 | 2023-01-21 01:50:40+00 | 2023-10-07 01:38:27+01
 i773FU175RFAy4HLZxhReUfdwHLsksQaPy | Quipacorn.VRSC@                                                        |          51 | 2020-09-16 23:17:18+01 | 2025-09-06 18:16:37+01
 i7accmMFX2ch4m8s4EFGvuaMkcG6c6dttG | Hankins.VRSC@                                                          |           9 | 2024-04-30 13:59:35+01 | 2025-03-03 14:38:03+00
 i7Aq98EPZg5LxFaxESUkNG6ken3hqbmAmT | unknown.VRSC@                                                          |           2 | 2021-08-29 16:03:18+01 | 2021-10-26 16:31:52+01
 i7GQgvYcDF2AermP34z3cRT5JpH98rnm3F | unknown.VRSC@                                                          |          49 | 2023-12-05 08:45:07+00 | 2024-08-08 22:56:24+01
 i7HodXoRz44PwFGPs6QKUgu4WVNsLqt6pN | unknown.VRSC@                                                          |           1 | 2024-01-11 07:10:05+00 | 2024-01-11 07:10:05+00
 i7igE1rXGbSN6Sm1TreFkyHt1RX4Noa7Ad | Jan.VRSC@                                                              |        1623 | 2021-08-24 23:00:14+01 | 2025-10-26 15:45:14+00
 i7JxzCtz5vZHSCKmi7EYo8Ttm4rkRifyRa | unknown.VRSC@                                                          |           3 | 2025-05-09 09:15:19+01 | 2025-08-21 08:45:58+01
 i7mBXa8U3y33gHVdBDQsgtcesSTzPzjwZs | enfore.VRSC@                                                           |         134 | 2024-10-18 17:04:56+01 | 2025-10-23 20:33:01+01
 i7Rcz6N8n8zHZneoxUFCyNPpNbUrAEup6x | unknown.VRSC@                                                          |           2 | 2024-01-24 12:08:34+00 | 2024-01-24 20:34:18+00
 i7TZMAqWjcHmdLgJgH7PT3zusygpt9xTfJ | 18c3141d33ae14a8.VRSC@                                                 |           8 | 2022-05-31 08:48:45+01 | 2024-03-27 09:04:51+00
 i7uiiQx9Fona9Bne28YL9FJC9wr53b9xeB | unknown.VRSC@                                                          |         184 | 2023-08-04 03:30:22+01 | 2024-07-29 14:56:59+01
 i7vYM9oBNtZQtk9SjAxn1iTSAY6U3HFWHy | unknown.VRSC@                                                          |         188 | 2022-04-06 23:08:29+01 | 2023-02-05 11:56:15+00
 i7Zc2JrLkKCs51iGJr89fHLomaGKsf7Xg4 | Rozo.VRSC@                                                             |          16 | 2020-08-05 16:08:13+01 | 2022-04-19 16:35:49+01
 i7ZckEiBAHAhVwa287H4BDCZ7EuQdm13Gx | unknown.VRSC@                                                          |         162 | 2021-12-28 04:43:39+00 | 2024-08-12 00:52:01+01
 i7znKBExhhA2ER2kiMMhJSxw4o49f9XLKH | unknown.VRSC@                                                          |           3 | 2022-01-21 09:19:44+00 | 2022-03-27 06:39:38+01
 i819qbXLvS7igjBLbBFH6R4mqWobas8To4 | unknown.VRSC@                                                          |          17 | 2022-12-15 14:22:17+00 | 2023-10-28 04:15:58+01
 i81CKWNhLqu5kQmcswvSdUARnQj8g8Ui7B | unknown.VRSC@                                                          |          31 | 2020-08-30 15:30:52+01 | 2024-11-27 05:35:40+00
 i81XL8ZpuCo9jmWLv5L5ikdxrGuHrrpQLz | VerusCoinFoundation.VRSC@                                              |         250 | 2020-06-30 04:21:52+01 | 2025-07-21 23:41:03+01
 i853nA8oWVmmu3k54WHu2wGGsDEtkjMmHR | unknown.VRSC@                                                          |           1 | 2021-05-16 05:47:08+01 | 2021-05-16 05:47:08+01
 i87KG9KSnD1bFMGioUfTRsq5SrHL4hbUiF | bug.VRSC@                                                              |         239 | 2021-03-17 11:57:28+00 | 2024-04-22 15:49:18+01
 i8ad87fqCn13ndj4tyVWHiF9VaykESMDYz | SYSX.VRSC@                                                             |         927 | 2024-10-07 19:26:53+01 | 2025-10-11 14:14:05+01
 i8BiLRVgNqDiqujtbf1umsKveFfRzmmQw3 | unknown.VRSC@                                                          |           1 | 2025-07-13 15:02:42+01 | 2025-07-13 15:02:42+01
 i8bqacfRamiXVd5bGWpFn5RUQEhgbLYKTq | UniversalExports.VRSC@                                                 |          51 | 2022-10-24 08:01:05+01 | 2025-09-18 21:30:04+01
 i8CYuMGCW6p6cmmEkiXqsgjJsC9Yr5vhpR | unknown.VRSC@                                                          |           3 | 2022-05-23 21:58:15+01 | 2023-07-11 07:03:54+01
 i8dGVK889Cf4TGaHCpq1ePEBnx9puw7gwW | hodl.vDEX.VRSC@                                                        |         431 | 2025-04-05 01:41:28+01 | 2025-10-26 18:28:16+00
 i8g3b8pkkJs1P5GFUqy526LpTFAiFxCjLe | unknown.VRSC@                                                          |          22 | 2022-05-22 14:50:52+01 | 2024-10-09 09:50:56+01
 i8Gqxi4G6Xu8kJN49w3TdjBSteVtx2a6Gf | JaredGrant.VRSC@                                                       |           7 | 2025-07-28 11:37:42+01 | 2025-10-04 08:51:52+01
 i8j4PXQ7kaxZtf3EMbLSyf9HPkBujJScY3 | PGA.VRSC@                                                              |          17 | 2021-12-21 17:55:12+00 | 2025-09-30 00:32:17+01
 i8jRQdzgN5hZ8W9K81AUPdCQZHWxxpnTNt | unknown.VRSC@                                                          |         273 | 2024-02-11 11:21:08+00 | 2025-06-28 16:09:16+01
 i8KagdpEfD9XYY1n9UppY5sNG71iBbqEnn | unknown.VRSC@                                                          |          37 | 2020-12-12 01:00:13+00 | 2022-12-14 04:11:17+00
 i8Kz7R9YbRbUjJEDV6WQLgXS84SQTjUzJU | unknown.VRSC@                                                          |           3 | 2024-09-14 03:58:32+01 | 2025-08-17 22:06:32+01
 i8MFfGCFjj1vQPE7NR8ZDm3xseuPP7N5RD | yep.VRSC@                                                              |           7 | 2025-01-31 22:05:57+00 | 2025-10-05 06:25:46+01
 i8qwY2GRwDEiuB7t1yjMx1WNXRGzzQB3vn | Eurostudies.VRSC@                                                      |         122 | 2021-02-20 12:46:07+00 | 2025-10-19 19:21:07+01
 i8SNYZDe9KMxyq8aT5FoUp6AURcywJ1veQ | unknown.VRSC@                                                          |           2 | 2022-08-10 20:15:05+01 | 2022-11-28 09:49:08+00
 i8TF2w7GigZ2xuKXK1ikbhFJfn7hp6HZaV | unknown.VRSC@                                                          |         145 | 2020-06-28 17:17:02+01 | 2022-12-29 12:17:36+00
 i8TUrmJAJcPrUD2HGJCNYR3acMMX5UFVjd | unknown.VRSC@                                                          |           1 | 2022-06-16 20:57:38+01 | 2022-06-16 20:57:38+01
 i8UxKqbespfBGTajKaV2WTqv18rToJsbbH | AiH.VRSC@                                                              |        3416 | 2023-11-20 10:00:01+00 | 2025-10-26 10:26:04+00
 i8zMNYP9ovsj65G6dQSQbMQf2dbFtqvNU2 | Stonegate.VRSC@                                                        |         501 | 2022-01-09 10:41:46+00 | 2025-10-21 16:03:43+01
 i8ZUiFf22swLtuPZLrB3LH6jhKG7z4WgMN | -.🎢.VRSC@                                                             |           2 | 2025-08-25 00:18:55+01 | 2025-09-30 08:55:50+01
 i965mSvoRxUJdgQ3dSjqNZRgaHQsFH1A9c | unknown.VRSC@                                                          |         205 | 2021-05-08 15:41:16+01 | 2025-07-05 12:18:11+01
 i9A7cN3ixVVFPzhL79x6eALHREzLJLM8ik | fundamental.VRSC@                                                      |         117 | 2024-09-01 20:05:50+01 | 2025-10-25 01:06:03+01
 i9avKRTQ3GaRUaQ8u3fndpzeHx2BgmtpEp | BrianGDay.VRSC@                                                        |         245 | 2022-12-11 04:52:08+00 | 2024-07-26 04:52:54+01
 i9E5gWwcRJgSJStuUotgdE9Gt54rbmpq53 | Photography.VRSC@                                                      |          37 | 2022-10-27 22:26:17+01 | 2022-11-15 20:51:24+00
 i9ea4JPp1wLwn98ruvPg5dqw9C3aDJ6vFP | unknown.VRSC@                                                          |         538 | 2021-01-15 23:27:15+00 | 2023-10-12 03:46:25+01
 i9PsqUZy32ahUZxd1Xf5Sq7oJdYzXy7UGr | Garage.VRSC@                                                           |           1 | 2023-11-18 11:42:43+00 | 2023-11-18 11:42:43+00
 i9raVphLVzoAeRuxMARtZQdxdwfnuEE1wo | unknown.VRSC@                                                          |         153 | 2023-06-01 10:18:36+01 | 2025-07-23 04:20:48+01
 i9Vncxha53JV6RHpWBbtFR3kMyPZdK59RX | unknown.VRSC@                                                          |           2 | 2023-01-25 15:38:12+00 | 2023-01-29 12:23:15+00
 i9xNwjMuwUjgC92GuDutFNoKL5zosVqQry | unknown.VRSC@                                                          |          20 | 2022-05-26 22:57:29+01 | 2025-06-04 15:59:48+01
 i9YAyY3oAAmZC4Ro3ivdVcEQEDRJxqbpE1 | unknown.VRSC@                                                          |         141 | 2022-10-09 18:20:10+01 | 2023-01-08 17:06:33+00
 i9YUxyU644AbLE8VwU1GvoHKy8oSXcNHbj | unknown.VRSC@                                                          |          62 | 2021-02-17 19:08:31+00 | 2024-12-24 14:20:00+00
 i9ZeRoSAVJmeuvPS2RgPS5dFD491hkqaTS | unknown.VRSC@                                                          |           7 | 2022-01-22 15:32:24+00 | 2022-08-16 19:50:43+01
 iA5BR2xdxiccJhhSQopv24D1xGrQ6ao3xD | unknown.VRSC@                                                          |           1 | 2021-04-02 07:36:17+01 | 2021-04-02 07:36:17+01
 iA7eD69n99cXp2FmFTew1cG6Xn1TwMAbcp | Opal.VRSC@                                                             |           6 | 2023-06-25 03:13:26+01 | 2024-08-03 18:28:41+01
 iA7mH3jg8TCsa8DUUNxQoGCNwXLPzmRcMy | $#!+.VRSC@                                                             |           2 | 2023-02-27 13:01:43+00 | 2025-09-20 07:54:04+01
 iA8KQ9924qxkb4kbokHx5QLo9ZphF3USi3 | unknown.VRSC@                                                          |          17 | 2023-12-27 21:16:22+00 | 2025-01-25 01:43:54+00
 iAb9qKbJojyAeSbC94JUgTPbvCRQm7gwty | Verus-Ethereum-Witness-6.VRSC@                                         |           1 | 2024-09-24 07:41:12+01 | 2024-09-24 07:41:12+01
 iAbeHQGXji4qd9eR9gZZVQoHpmGjABsksF | 🫀.VRSC@                                                               |         207 | 2025-03-30 05:55:34+01 | 2025-10-26 05:08:12+00
 iACSHSLAgVpNUXEoCujdMZxdXC1Naj5uXD | Jake.VRSC@                                                             |          74 | 2025-03-13 17:08:15+00 | 2025-10-26 11:59:13+00
 iAdWsvS4wbBCwtBVpc8ChkHTNts442o5pJ | unknown.VRSC@                                                          |           1 | 2020-12-21 19:33:30+00 | 2020-12-21 19:33:30+00
 iADXVGigYaY6FkRtF3desLod1vCZ7gdATE | iamsatoshi.VRSC@                                                       |         847 | 2024-10-07 01:23:46+01 | 2025-10-12 03:15:55+01
 iAEE1ZvXAJftZAwx2YfgbVmZWWZAeMfhK2 | unknown.VRSC@                                                          |           3 | 2021-04-14 14:30:40+01 | 2021-05-15 08:44:25+01
 iAh26ci2oLBatcrj8oNQxi2kNLQgQAboLh | Tara.VRSC@                                                             |         124 | 2022-01-15 09:26:58+00 | 2024-08-23 08:05:28+01
 iAhSXENwn4yfBjvjRdd48B3SugaU9v4HtQ | unknown.VRSC@                                                          |           2 | 2021-12-21 10:06:59+00 | 2023-01-17 22:44:12+00
 iANBkfyoSQ8QoPhaAbChqUVVe1GKFE4CmA | unknown.VRSC@                                                          |          52 | 2025-03-20 10:00:58+00 | 2025-07-12 14:09:33+01
 iAoW6YSe2xaMNGhy4aBvz6g8P2yaPWDuPU | unknown.VRSC@                                                          |           9 | 2024-01-14 10:38:20+00 | 2024-01-26 21:17:28+00
 iAQf8T54EXENd9NvMK3TqK8uMJAqjKmY6t | Truth.VRSC@                                                            |          82 | 2021-05-20 07:05:08+01 | 2023-04-19 18:41:35+01
 iArGFqFy2TNrgFB5U8w7QMhMC1N3jRSDkE | Verus-Ethereum-Witness-3.VRSC@                                         |           1 | 2025-07-06 10:30:37+01 | 2025-07-06 10:30:37+01
 iAZkyBmh7F8AJHowwTBgekTPBVnQTyPHHt | unknown.VRSC@                                                          |          15 | 2023-03-26 20:07:32+01 | 2024-08-28 19:14:04+01
 iB4W7kEQPDeja8tsp7wPHVe3d3jqnWtEW6 | mastodon.VRSC@                                                         |        1951 | 2021-04-18 05:16:52+01 | 2025-10-26 16:09:28+00
 iB4Yj2pkhoLkpSdLeaXHgQg2j3sct4ncdM | prisma.VRSC@                                                           |        1878 | 2024-10-06 23:13:52+01 | 2025-10-12 06:23:56+01
 iBBuSmwQgSj4uBLczj136dLwBSVpRaAL99 | whale.VRSC@                                                            |        6721 | 2024-10-06 13:58:22+01 | 2025-10-12 06:14:36+01
 iBciFerGfKskBEZ4W6d3WsRRPNzXVpgimV | OLR.VRSC@                                                              |        1105 | 2022-04-06 19:01:17+01 | 2025-10-25 05:58:48+01
 iBdvk58mtcTrPQdKusbhMPEibU9rbTrrfd | stake.VRSC@                                                            |        3068 | 2021-03-11 10:30:10+00 | 2025-10-24 19:11:57+01
 iBEgFWRXQVg4JAMWk9E2JtDfX1pf1e7TZL | 7MYND7.VRSC@                                                           |        4807 | 2022-05-09 03:42:48+01 | 2025-10-26 15:39:58+00
 iBg2gH1bCnnz8icyUvurJW9UxC6CQ4EyJm | jl777.VRSC@                                                            |         209 | 2024-11-06 11:00:31+00 | 2025-10-01 23:36:22+01
 iBJzffykkYHBn6QqAPE5nS2rkj33WrduKw | unknown.VRSC@                                                          |          67 | 2021-05-01 18:00:44+01 | 2023-12-22 02:29:21+00
 iBMtHWb6XxKMZHYPhZpjopsr9PjsGJdiFS | unknown.VRSC@                                                          |         102 | 2021-05-23 01:45:31+01 | 2023-12-24 06:54:29+00
 iBNQsP4s4RUzpuE4UN9CY5rSjF5JxinHqk | darkzone.VRSC@                                                         |        4472 | 2022-04-01 05:16:39+01 | 2025-09-09 11:59:17+01
 iBokYVxyx5kdRgWK24KmnBEkMrtSYKMQQw | wrapped.VRSC@                                                          |        1995 | 2024-10-07 01:19:07+01 | 2025-10-12 06:04:36+01
 iBS2oAxYTA4HyRMreVL3RsTkwywonL8u41 | unknown.VRSC@                                                          |         125 | 2020-07-07 13:24:07+01 | 2022-01-24 23:57:47+00
 iBSUZSgXHEGGz65GTT6BGgchtkTHoFBs57 | Oink.VRSC@                                                             |          52 | 2020-07-02 17:20:35+01 | 2025-04-30 01:28:51+01
 iBsyHoUN88X3PUR7ek3ymKrDvfcpbGw9Qd | Mindfulness.VRSC@                                                      |         403 | 2022-10-11 20:57:06+01 | 2024-07-26 02:16:34+01
 iBtJwzDWZ4nMtdZkQZvfRs3oyBapJUuxaZ | aloha.VRSC@                                                            |         170 | 2024-06-17 06:31:41+01 | 2025-10-22 08:23:16+01
 iBVNtkEsAdGJkS2w5qRz87hmdzxvLNfg9Q | Annette.VRSC@                                                          |           6 | 2024-11-05 20:08:22+00 | 2025-02-23 22:52:50+00
 iByTJrnrwStZyV2qnLg5jipp12rnAPfCZZ | Verus-Ethereum-Witness-11.VRSC@                                        |           1 | 2025-02-02 14:14:35+00 | 2025-02-02 14:14:35+00
 iC3rq46jaEZmHVhESR3ruhqmzt5qEfBcxj | 0.🎢.VRSC@                                                             |        3739 | 2025-01-30 08:57:05+00 | 2025-10-26 16:12:07+00
 iC4HsXoxYYfiy2pTUcwaiWPqTEqVbEsvmX | 911.VRSC@                                                              |        1615 | 2022-05-28 10:12:09+01 | 2025-10-26 16:33:50+00
 iC5AmCV67n3mXZA6sGsNZXyXjDwVjLjBD5 | unknown.VRSC@                                                          |          13 | 2024-02-06 00:12:00+00 | 2024-05-13 13:47:50+01
 iC7RZThdqainL2oDiQgW9TTVYLhkRwvjy7 | Stephan Siedler.VRSC@                                                  |           1 | 2020-08-28 00:00:02+01 | 2020-08-28 00:00:02+01
 iCDYc7VjEREzSBwj442MXrWLHLWJrDVdiB | caribu66.VRSC@                                                         |        1147 | 2020-12-20 05:18:08+00 | 2025-10-24 04:29:12+01
 iCiTY5gg5Vc1dPrmCvv8zLyPwg5deCKkkU | God.VRSC@                                                              |           4 | 2021-02-11 08:19:48+00 | 2021-05-01 09:57:51+01
 iCj1PtrTwV4ksTFK9HjRrYzcuAVvNF73e1 | Hermanos.PBaaSLaunch.VRSC@                                             |           4 | 2025-08-02 08:04:09+01 | 2025-09-27 21:10:58+01
 iCjJ7sYTmVn5nKMzGpT5k8NyxUJRJSvZZo | FancyCakes.VRSC@                                                       |        1648 | 2023-10-17 06:38:23+01 | 2025-10-26 12:05:00+00
 iCJYVBNoE7ZBgTbPwaXReof3Ui34SGuyw8 | unknown.VRSC@                                                          |           1 | 2024-07-25 08:25:53+01 | 2024-07-25 08:25:53+01
